what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1281884565289
locale,sysinfo,,,"en_US",1281884565289
processors,sysinfo,,,"2",1281884565290
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1281884565290
java.runtime.version,sysinfo,,,"1.6.0_21-b06",1281884565290
java.specification.name,sysinfo,,,"Java Platform API Specification",1281884565290
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1281884565290
java.specification.version,sysinfo,,,"1.6",1281884565290
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1281884565290
java.version,sysinfo,,,"1.6.0_21",1281884565290
java.vm.info,sysinfo,,,"mixed mode, sharing",1281884565290
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1281884565290
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1281884565290
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1281884565290
java.vm.specification.version,sysinfo,,,"1.0",1281884565290
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1281884565290
java.vm.version,sysinfo,,,"17.0-b16",1281884565290
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1281884565512
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1281884565543
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1281884566259
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1281884566836
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1281884567754
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1281884567876
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1281884568822
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1281884568846
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1281884568848
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1281884572081
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1281884572094
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1281884597581
started,bundle,org.eclipse.jdt.junit.core,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.core",1281884597903
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1281884597936
started,bundle,org.eclipse.wst.server.core,1.1.203.v20100714,"org.eclipse.wst.server.core",1281884598298
started,bundle,org.eclipse.wst.server.ui,1.1.204.v20100712b,"org.eclipse.wst.server.ui",1281884599089
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1281884599348
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1281884599358
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1281884599708
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1281884599866
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281884606681
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281884606820
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884608760
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884609089
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884609163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884609738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884609769
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884612443
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281884613538
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281884613801
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281884617593
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884621088
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884622699
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884631497
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884632643
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884637222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884689746
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1281884704271
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1281884704275
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1281884704346
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1281884714032
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1281884721262
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1281884721285
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1281884721298
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1281884721396
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1281884721402
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1281884721907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884727681
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884731147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884759808
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884772768
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884779721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884823706
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884834483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281884938267
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281885023496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885030142
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885033836
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885039666
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885056484
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1281885060492
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885074936
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885076576
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281885076606
